business_name,project_name,project_category,current_stage,milestone_stage,milestone_name,milestone_prefix,target_date,completed_date,days_to_target,notes,is_completed,has_target,on_time,is_late
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Live,General Release Available,live_general_release_available,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Idea,Project Defined,idea_project_defined,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Idea,Business Case Approved,idea_business_case_approved,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Idea,Resources Allocated,idea_resources_allocated,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Develop,Technical POC Validated,develop_technical_poc_validated,2025-02-01,2025-02-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-02-01,2025-02-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Develop,Coding Started,develop_coding_started,2025-02-01,2025-02-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Live,General Release Available,live_general_release_available,2026-03-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-03-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project: Phase I - Front Desk Redesign,L4.  Using AI to enhance existing customer-facing products,Develop,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-03-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Idea,Project Defined,idea_project_defined,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-02-01,2025-02-01,OK,,True,True,True,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-02-01,2025-02-01,OK,,True,True,True,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Develop,Coding Started,develop_coding_started,2026-03-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2026-07-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-07-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-07-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Live,General Release Available,live_general_release_available,2026-08-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-08-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"Compete AI Project Phase II: Front Desk Redesign, use of APIs to appear as a web-based product.",L4.  Using AI to enhance existing customer-facing products,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-08-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Project Defined,idea_project_defined,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-01-01,2025-01-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Coding Started,develop_coding_started,2026-03-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2026-07-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-08-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-08-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Live,General Release Available,live_general_release_available,2026-09-30,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-10-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Compete AI Project Phase III: Billing Analytic Tool,L5.  Entirely new product capabilities powered by AI,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-10-02,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Idea,Project Defined,idea_project_defined,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Idea,Business Case Approved,idea_business_case_approved,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Idea,Resources Allocated,idea_resources_allocated,2025-11-01,2025-11-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Develop,Technical POC Validated,develop_technical_poc_validated,2025-11-02,2025-11-02,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-11-03,2025-11-03,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Develop,Coding Started,develop_coding_started,2025-11-04,2025-11-04,OK,,True,True,True,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-01-15,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-01-15,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Live,General Release Available,live_general_release_available,2026-02-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-02-02,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Client/Marketing Communication Tool,L1. Using external AI tools for basic internal productivity,Develop,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-02-03,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Idea,Project Defined,idea_project_defined,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Idea,Business Case Approved,idea_business_case_approved,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Idea,Resources Allocated,idea_resources_allocated,2025-11-01,2025-11-01,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Develop,Technical POC Validated,develop_technical_poc_validated,2025-11-02,2025-11-02,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-11-03,2025-11-03,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Develop,Coding Started,develop_coding_started,2025-11-04,2025-11-04,OK,,True,True,True,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-01-15,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-01-15,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Live,General Release Available,live_general_release_available,2026-02-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-02-02,,Incomplete,,False,True,False,False
Jonas Fitness Inc,AI Tool for Lead Generation and Qualification,L1. Using external AI tools for basic internal productivity,Develop,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-02-03,,Incomplete,,False,True,False,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Idea,Project Defined,idea_project_defined,2023-07-30,2023-07-30,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Idea,Business Case Approved,idea_business_case_approved,2023-07-30,2023-07-30,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Idea,Resources Allocated,idea_resources_allocated,2023-09-30,2023-09-30,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2023-09-30,2023-09-30,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2023-09-30,2023-10-06,6 Day(s) Late,,True,True,False,True
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Develop,Coding Started,develop_coding_started,2023-10-18,2023-10-18,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2024-07-02,2024-07-29,27 Day(s) Late,"Our B2B sales rep resigned prior to our planned beta release, so we rescheduled to provide time for Account Managers to get up to speed on beta test plans.",True,True,False,True
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2024-08-15,2024-08-12,3 Day(s) Ahead,,True,True,False,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2024-08-15,2024-08-12,3 Day(s) Ahead,,True,True,False,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Live,General Release Available,live_general_release_available,2024-08-30,2024-08-20,10 Day(s) Ahead,,True,True,False,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2024-09-30,2024-09-30,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L5.  Entirely new product capabilities powered by AI,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2024-10-31,2024-10-25,6 Day(s) Ahead,,True,True,False,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Idea,Project Defined,idea_project_defined,2025-09-01,2025-08-29,3 Day(s) Ahead,Business case submitted for approval 8/29/2025,True,True,False,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Idea,Business Case Approved,idea_business_case_approved,2025-09-15,2025-09-15,OK,Business case approved. We will start with a 30 day trial and then purchase at the end of October.,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Idea,Resources Allocated,idea_resources_allocated,2025-09-15,2025-09-15,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-14,2025-10-14,OK,Support team trained on new AI features available with copilot.,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-10-14,2025-10-14,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Develop,Coding Started,develop_coding_started,2025-10-14,2025-10-14,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-09-22,2025-09-22,OK,Pilot implemented in Zendesk,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-10-17,2025-10-17,OK,Determine metrics and baselines for measuring impact on related KPIs,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-10-17,2025-10-17,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Live,General Release Available,live_general_release_available,2025-10-27,2025-10-27,OK,Officially live with Copilot in Zendesk,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-10-27,2025-10-27,OK,,True,True,True,False
EZ_Facility,Advanced Email Campaigns,L3.  AI-powered internal business process improvements,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-10-27,2025-10-27,OK,,True,True,True,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Idea,Project Defined,idea_project_defined,2025-09-01,2025-08-29,3 Day(s) Ahead,Business case submitted for approval 8/29/2025,True,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-09-15,2025-09-15,OK,Business case approved. We will start with a 30 day trial and then purchase at the end of October.,True,True,True,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-09-15,2025-09-15,OK,,True,True,True,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-11-05,,Incomplete,Initial training for AI Agent build is scheduled for 11/5/2025,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-11-05,,Incomplete,,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Develop,Coding Started,develop_coding_started,2025-11-06,,Incomplete,,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-01,,Incomplete,Plan to have beta AI agent flows ready for testing by 12/1.  Bug fixes and updates thru the month of December.,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-12-15,,Incomplete,,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-11-04,,Incomplete,Determine metrics and baselines for measuring impact on related KPIs,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Live,General Release Available,live_general_release_available,2026-01-01,,Incomplete,AI agent worflows live by 1/1 to start the new year,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-01-09,,Incomplete,,False,True,False,False
EZ_Facility,Advanced AI Chat Support (via Zendesk Advanced AI Agent),L3.  AI-powered internal business process improvements,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-01-16,,Incomplete,,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Idea,Project Defined,idea_project_defined,2025-11-12,,Incomplete,Initial project concept and objectives documented,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Idea,Business Case Approved,idea_business_case_approved,2025-11-25,,Incomplete,Management approval for AI scheduling enhancement POC,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Idea,Resources Allocated,idea_resources_allocated,2025-12-15,,Incomplete,"Team assigned, budget approved, AWS resources provisioned",False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Develop,Technical POC Validated,develop_technical_poc_validated,2025-12-31,,Incomplete,Proof-of-concept spike validates Claude/OpenAI APIs work with EZLeagues,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2026-01-27,,Incomplete,Implementation plan finalized with sprint breakdowns based on validated POC,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Develop,Coding Started,develop_coding_started,2026-01-28,,Incomplete,Sprint 1 kickoff (Wed) - Full development begins,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Pilot,Deployment to Beta,pilot_deployment_to_beta,2026-05-13,,Incomplete,QA environment deployment for UAT with 2-3 pilot facilities,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-06-02,,Incomplete,Pilot feedback collected and analyzed,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-06-24,,Incomplete,"Pilot feedback incorporated, final iterations complete",False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Live,General Release Available,live_general_release_available,2026-07-01,,Incomplete,Production rollout begins to all facilities after pilot validation,False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-07-22,,Incomplete,"KPI tracking dashboard live, baseline metrics established",False,True,False,False
EZ_Facility,EZLeagues AI Enhancement,L4.  Using AI to enhance existing customer-facing products,Not Started,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-07-31,,Incomplete,Ongoing monitoring and iteration based on production usage,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Idea,Project Defined,idea_project_defined,2026-01-23,,Incomplete,"Our new Salesforce Administrator, Sarmad (who has experience with Einstein, Agent Force, and SF development), joins the team on 12/29/25. Once onboarded, he will create the plan for Einstein implementation. Prior to his arrival, we have created a list of desired automations and functionality to be implemented, which has been used to set milestones and KPI targets.",False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Idea,Business Case Approved,idea_business_case_approved,2026-02-20,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Idea,Resources Allocated,idea_resources_allocated,2026-03-04,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Develop,Technical POC Validated,develop_technical_poc_validated,2026-03-13,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2026-03-20,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Develop,Coding Started,develop_coding_started,2026-03-23,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Pilot,Deployment to Beta,pilot_deployment_to_beta,2026-04-20,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-04-29,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-04-29,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Live,General Release Available,live_general_release_available,2026-05-18,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-05-29,,Incomplete,,False,True,False,False
EZ_Facility,Salesforce Einstein & Agent Force,L3.  AI-powered internal business process improvements,Not Started,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-05-29,,Incomplete,,False,True,False,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Idea,Project Defined,idea_project_defined,2025-09-08,2025-09-08,OK,,True,True,True,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Idea,Business Case Approved,idea_business_case_approved,2025-09-12,2025-09-12,OK,,True,True,True,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Idea,Resources Allocated,idea_resources_allocated,2025-09-15,2025-09-15,OK,,True,True,True,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-01,2025-10-01,OK,,True,True,True,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-10-01,2025-10-01,OK,,True,True,True,False
Campsite,AI Customer Support Agent,L3.  AI-powered internal business process improvements,Pilot,Develop,Coding Started,develop_coding_started,2025-10-08,2025-10-08,OK,,True,True,True,False
